id,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
159,Bentleigh East,14B Boronia St,3,t,1115000,S,Buxton,4/3/17,13.9,3165,3,2,2,297,,,Glen Eira,-37.9135,145.0774,Southern Metropolitan,10969
160,Bentleigh East,6/12 Neville St,3,u,740000,PI,Hodges,4/3/17,13.9,3165,3,2,1,258,,,Glen Eira,-37.9244,145.0547,Southern Metropolitan,10969
161,Bentleigh East,8a Bray Ct,2,u,570000,S,hockingstuart,4/6/16,13.9,3165,2,1,1,145,,,Glen Eira,-37.9193,145.0659,Southern Metropolitan,10969
162,Bentleigh East,24 Brooks St,4,h,1220000,S,Hodges,4/6/16,13.9,3165,3,2,2,585,178,1950,Glen Eira,-37.9167,145.0771,Southern Metropolitan,10969
163,Bentleigh East,71 Bignell Rd,4,h,1200000,S,hockingstuart,7/5/16,13.9,3165,4,2,2,619,191,1960,Glen Eira,-37.9358,145.0688,Southern Metropolitan,10969
164,Bentleigh East,1A Brian St,4,t,1185000,S,hockingstuart,10/12/16,13.9,3165,4,2,2,305,207,2012,Glen Eira,-37.9245,145.0507,Southern Metropolitan,10969
165,Bentleigh East,41 Bradford St,3,h,845000,S,Ray,12/11/16,13.9,3165,3,2,2,295,145,1998,Glen Eira,-37.9239,145.0781,Southern Metropolitan,10969
166,Bentleigh East,40 Kennedy St,3,h,1208000,S,Woodards,12/11/16,13.9,3165,3,1,1,747,,,Glen Eira,-37.9198,145.0791,Southern Metropolitan,10969
167,Bentleigh East,25 Thornton St,3,h,920000,PI,Buxton,12/11/16,13.9,3165,3,2,2,578,120,1950,Glen Eira,-37.9303,145.0805,Southern Metropolitan,10969
168,Bentleigh East,2/15 Liverpool St,3,t,805000,S,hockingstuart,14/5/16,13.9,3165,3,2,1,268,117,2000,Glen Eira,-37.9196,145.0691,Southern Metropolitan,10969
169,Bentleigh East,14 Vasey St,3,h,1085000,S,Woodards,15/10/16,13.9,3165,3,2,4,710,,,Glen Eira,-37.9348,145.0634,Southern Metropolitan,10969
170,Bentleigh East,25 Glover St,4,h,800000,PI,Hodges,16/4/16,13.9,3165,4,2,2,601,,,Glen Eira,-37.9278,145.081,Southern Metropolitan,10969
171,Bentleigh East,790 North Rd,5,h,1600000,S,Buxton,16/7/16,13.9,3165,4,2,2,659,315,1930,Glen Eira,-37.906,145.0547,Southern Metropolitan,10969
172,Bentleigh East,5 Kennedy St,5,h,1475000,S,Woodards,17/9/16,13.9,3165,5,2,2,729,,,Glen Eira,-37.9191,145.075,Southern Metropolitan,10969
173,Bentleigh East,11 Moylan St,4,h,1690000,S,Gary,17/9/16,13.9,3165,4,2,2,700,165,1950,Glen Eira,-37.9117,145.0534,Southern Metropolitan,10969
174,Bentleigh East,75 Victor Rd,3,t,825000,S,hockingstuart,17/9/16,13.9,3165,3,1,1,642,,,Glen Eira,-37.9269,145.0787,Southern Metropolitan,10969
175,Bentleigh East,2/40 Francesco St,3,t,970000,S,Matthew,18/3/17,13.9,3165,3,2,2,267,156,2000,Glen Eira,-37.9176,145.0566,Southern Metropolitan,10969
176,Bentleigh East,1002 North Rd,3,h,823000,S,C21,18/3/17,13.9,3165,3,2,2,213,143,2003,Glen Eira,-37.9079,145.0707,Southern Metropolitan,10969
177,Bentleigh East,40 Waratah St,4,t,950000,PI,Buxton,18/3/17,13.9,3165,4,2,1,450,,1940,Glen Eira,-37.9133,145.0837,Southern Metropolitan,10969
178,Bentleigh East,1/38 Kennedy St,4,t,1045000,S,Buxton,18/6/16,13.9,3165,4,2,1,316,190,2010,Glen Eira,-37.9198,145.0789,Southern Metropolitan,10969
179,Bentleigh East,3/14 Malane St,3,h,750000,PI,Hodges,18/6/16,13.9,3165,3,2,1,188,,,Glen Eira,-37.9193,145.0553,Southern Metropolitan,10969
180,Bentleigh East,24 Veronica St,3,h,910000,S,Buxton,18/6/16,13.9,3165,3,1,1,587,96,1950,Glen Eira,-37.9241,145.0763,Southern Metropolitan,10969
181,Bentleigh East,2/14 Wamba Rd,3,u,920000,SP,Buxton,18/6/16,13.9,3165,3,2,1,388,123,2007,Glen Eira,-37.9329,145.053,Southern Metropolitan,10969
182,Bentleigh East,14 Florence St,3,h,977000,S,Buxton,19/11/16,13.9,3165,3,1,2,543,163,1970,Glen Eira,-37.9242,145.0705,Southern Metropolitan,10969
183,Bentleigh East,54 Elizabeth St,3,h,1197000,S,Buxton,22/5/16,13.9,3165,3,1,2,692,147,1949,Glen Eira,-37.9232,145.0563,Southern Metropolitan,10969
184,Bentleigh East,2/10 Matthews Rd,2,u,485000,SP,Buxton,22/5/16,13.9,3165,2,2,2,0,83,2011,Glen Eira,-37.9292,145.0708,Southern Metropolitan,10969
185,Bentleigh East,1/26 Patricia St,3,u,810000,S,Woodards,22/5/16,13.9,3165,3,2,1,316,,1950,Glen Eira,-37.9245,145.0773,Southern Metropolitan,10969
186,Bentleigh East,579 Warrigal Rd,3,h,700000,S,Thomson,22/5/16,13.9,3165,0,0,0,456,,,Glen Eira,-37.9314,145.0808,Southern Metropolitan,10969
187,Bentleigh East,76 Bignell Rd,3,h,1000000,S,Woodards,24/9/16,13.9,3165,3,1,2,576,,,Glen Eira,-37.9362,145.0691,Southern Metropolitan,10969
188,Bentleigh East,5a Cavalier St,3,t,965000,S,Buxton,24/9/16,13.9,3165,3,2,1,283,28,2010,Glen Eira,-37.9142,145.08,Southern Metropolitan,10969
189,Bentleigh East,2A Barrani St,4,t,1325000,S,Buxton,25/2/17,13.9,3165,4,4,2,363,265,2012,Glen Eira,-37.9116,145.0686,Southern Metropolitan,10969
190,Bentleigh East,98 Brady Rd,4,h,1175000,S,RT,25/2/17,13.9,3165,4,2,2,620,158,1980,Glen Eira,-37.9281,145.0669,Southern Metropolitan,10969
191,Bentleigh East,88 MacKie Rd,4,h,1370000,SP,Gary,25/2/17,13.9,3165,4,1,2,684,196,1970,Glen Eira,-37.9147,145.0751,Southern Metropolitan,10969
192,Bentleigh East,1/811 Centre Rd,2,h,710000,S,Buxton,27/11/16,13.9,3165,2,1,1,0,115,1950,Glen Eira,-37.9212,145.0606,Southern Metropolitan,10969
193,Bentleigh East,71 Deakin St,5,h,1550000,PI,hockingstuart,27/11/16,13.9,3165,5,3,2,583,296,2007,Glen Eira,-37.9143,145.0699,Southern Metropolitan,10969
194,Bentleigh East,16a Daphne St,3,t,970000,VB,hockingstuart,28/5/16,13.9,3165,3,2,2,321,,,Glen Eira,-37.9181,145.0586,Southern Metropolitan,10969
195,Bentleigh East,24 Kurrajong St,3,h,950000,PI,Greg,28/5/16,13.9,3165,3,1,1,598,,,Glen Eira,-37.9129,145.0786,Southern Metropolitan,10969
196,Bentleigh East,27 Connie St,4,h,1255000,S,Buxton,28/8/16,13.9,3165,4,2,2,610,167,1950,Glen Eira,-37.9207,145.0757,Southern Metropolitan,10969
197,Bentleigh East,8 Marlborough St,3,h,1320000,S,Buxton,28/8/16,13.9,3165,3,1,1,593,94,1950,Glen Eira,-37.9178,145.067,Southern Metropolitan,10969
198,Bentleigh East,1/39 Neville St,3,h,870000,S,Gary,28/8/16,13.9,3165,3,2,1,326,133,1950,Glen Eira,-37.9236,145.0545,Southern Metropolitan,10969
199,Box Hill,6/29 Barkly St,2,u,645000,S,McGrath,4/3/17,13.1,3128,2,1,1,140,81,1965,Whitehorse,-37.8271,145.1299,Eastern Metropolitan,4605
200,Box Hill,1/1 Cherryhinton St,2,u,790000,S,Noel,4/3/17,13.1,3128,2,1,1,195,,,Whitehorse,-37.826,145.129,Eastern Metropolitan,4605
201,Box Hill,18 Glenmore St,4,h,1560000,PI,Jellis,10/9/16,13.1,3128,3,2,3,729,167,1905,Whitehorse,-37.8233,145.1267,Eastern Metropolitan,4605
202,Box Hill,5 Wavell St,3,h,1400000,S,hockingstuart,15/10/16,13.1,3128,3,2,1,643,159,1940,Whitehorse,-37.8285,145.1272,Eastern Metropolitan,4605
203,Box Hill,12 Pendle St,4,h,1506000,S,hockingstuart,17/9/16,13.1,3128,4,2,3,669,,,Whitehorse,-37.818,145.1354,Eastern Metropolitan,4605
204,Box Hill,33 Pendle St,4,h,1670000,S,Noel,17/9/16,13.1,3128,4,4,4,707,162,1926,Whitehorse,-37.8166,145.1354,Eastern Metropolitan,4605
205,Box Hill,2/20 Simpsons Rd,2,u,761000,S,Marshall,18/6/16,13.1,3128,2,2,1,176,,2000,Whitehorse,-37.8171,145.1343,Eastern Metropolitan,4605
206,Box Hill,2/38 Margaret St,3,t,822500,S,Noel,28/5/16,13.1,3128,3,2,1,238,130,2000,Whitehorse,-37.8154,145.1355,Eastern Metropolitan,4605
207,Box Hill,2/30 Barkly St,2,u,560000,S,Stockdale,28/8/16,13.1,3128,2,1,1,153,,1970,Whitehorse,-37.8269,145.1305,Eastern Metropolitan,4605
208,Braybrook,144 Duke St,2,h,868000,S,Bells,7/11/16,10.8,3019,2,1,4,749,77,1950,Maribyrnong,-37.7814,144.847,Western Metropolitan,3589
209,Braybrook,1 Menzies St,2,h,670000,S,Douglas,13/8/16,10.8,3019,2,1,2,551,,,Maribyrnong,-37.7825,144.8545,Western Metropolitan,3589
210,Braybrook,11 Howell Pl,3,h,585000,S,Barry,14/5/16,10.8,3019,3,2,2,631,,,Maribyrnong,-37.7934,144.8467,Western Metropolitan,3589
211,Braybrook,160 Duke St,2,h,826000,S,Sweeney,16/7/16,10.8,3019,2,1,2,667,,1950,Maribyrnong,-37.7799,144.8473,Western Metropolitan,3589
212,Braybrook,1 Arthur St,2,h,660000,S,Barry,19/11/16,10.8,3019,2,1,1,599,,1960,Maribyrnong,-37.7908,144.8522,Western Metropolitan,3589
213,Brighton,1/137 Cole St,2,u,1300000,S,hockingstuart,4/3/17,11.2,3186,2,2,1,244,,2000,Bayside,-37.8954,145.0026,Southern Metropolitan,10579
214,Brighton,4/78 Dendy St,3,h,1390000,S,Tiernan's,4/3/17,11.2,3186,3,1,2,340,137,1975,Bayside,-37.9205,145.0007,Southern Metropolitan,10579
215,Brighton,1/112 Roslyn St,2,u,1300000,S,Nick,4/3/17,11.2,3186,2,2,2,329,132,1940,Bayside,-37.9172,145.004,Southern Metropolitan,10579
216,Brighton,30 Barkly St,3,h,2100000,S,Buxton,4/6/16,11.2,3186,3,2,2,463,209,1970,Bayside,-37.9082,144.9968,Southern Metropolitan,10579
217,Brighton,124 Cole St,4,h,1761000,S,Kay,6/8/16,11.2,3186,4,2,3,615,135,1920,Bayside,-37.8956,145.0026,Southern Metropolitan,10579
218,Brighton,4/149 Church St,2,u,892500,S,Nick,7/5/16,11.2,3186,2,1,2,232,92,1970,Bayside,-37.9157,144.9973,Southern Metropolitan,10579
219,Brighton,120 Cole St,4,h,2145000,S,Buxton,7/5/16,11.2,3186,3,2,1,550,197,1910,Bayside,-37.8954,145.0017,Southern Metropolitan,10579
220,Brighton,72 William St,3,h,1865000,VB,hockingstuart,7/5/16,11.2,3186,3,2,2,295,,,Bayside,-37.9119,145.0037,Southern Metropolitan,10579
221,Brighton,30a Rooding St,2,u,985000,PI,Marshall,7/11/16,11.2,3186,2,1,1,611,,,Bayside,-37.9039,145.0009,Southern Metropolitan,10579
222,Brighton,15 Gould St,3,h,2400000,S,Marshall,10/9/16,11.2,3186,3,2,2,835,,1910,Bayside,-37.9225,144.991,Southern Metropolitan,10579
223,Brighton,6/4 Dudley St,2,u,1300000,PI,Greg,11/2/17,11.2,3186,2,2,2,0,,,Bayside,-37.9012,144.9878,Southern Metropolitan,10579
224,Brighton,1/191 New St,2,u,900000,S,Nick,14/5/16,11.2,3186,2,2,1,118,,1970,Bayside,-37.914,144.9914,Southern Metropolitan,10579
225,Brighton,95 Cochrane St,4,h,3295888,S,Hodges,15/10/16,11.2,3186,4,3,2,565,337,1990,Bayside,-37.8975,144.9991,Southern Metropolitan,10579
226,Brighton,6/138 New St,1,u,375000,S,hockingstuart,15/10/16,11.2,3186,1,1,1,0,40,1965,Bayside,-37.9181,144.993,Southern Metropolitan,10579
227,Brighton,12 May St,4,h,2800000,S,Biggin,18/3/17,11.2,3186,4,2,4,569,229,1910,Bayside,-37.8962,145.0011,Southern Metropolitan,10579
228,Brighton,64 North Rd,4,h,2700000,SP,Nick,19/11/16,11.2,3186,4,2,2,732,333,1925,Bayside,-37.8987,144.9953,Southern Metropolitan,10579
229,Brighton,5/18 William St,3,u,1005000,SP,hockingstuart,19/11/16,11.2,3186,3,1,1,0,,,Bayside,-37.909,145.0005,Southern Metropolitan,10579
230,Brighton,112 Asling St,4,h,2000000,S,Marshall,25/2/17,11.2,3186,4,2,2,471,,,Bayside,-37.8956,145.0037,Southern Metropolitan,10579
231,Brighton,4/95 Wilson St,2,u,760000,PI,Hodges,25/2/17,11.2,3186,2,1,2,0,,,Bayside,-37.914,145.003,Southern Metropolitan,10579
232,Brighton,6/30 Boxshall St,2,u,850000,PI,Buxton,27/11/16,11.2,3186,2,1,1,0,,,Bayside,-37.9116,144.9978,Southern Metropolitan,10579
233,Brighton,7 Wilson St,3,h,3550000,S,Nick,27/11/16,11.2,3186,3,2,0,1007,,,Bayside,-37.9097,144.9981,Southern Metropolitan,10579
234,Brighton,86 Dendy St,5,h,3105000,S,Marshall,28/8/16,11.2,3186,4,2,2,1045,304,1930,Bayside,-37.9205,145.0012,Southern Metropolitan,10579
235,Brighton,2 Gatehouse Pl,2,t,1400000,S,RT,28/8/16,11.2,3186,2,2,1,267,,,Bayside,-37.9159,144.9933,Southern Metropolitan,10579
236,Brighton East,7 Balfour St,4,h,1940000,S,hockingstuart,3/9/16,10.7,3187,4,2,2,682,240,1960,Bayside,-37.9205,145.0122,Southern Metropolitan,6938
237,Brighton East,5 Florence St,4,h,1495000,S,Nick,4/6/16,10.7,3187,4,2,2,597,,,Bayside,-37.9179,145.019,Southern Metropolitan,6938
238,Brighton East,60 Baird St,3,h,1860000,S,Marshall,6/8/16,10.7,3187,3,2,2,686,,1948,Bayside,-37.9241,145.0125,Southern Metropolitan,6938
239,Brighton East,4 Chapman St,5,h,2900000,PI,Buxton,8/10/16,10.7,3187,5,4,2,640,,1950,Bayside,-37.928,145.0095,Southern Metropolitan,6938
240,Brighton East,10 MacKie Gr,3,h,1580000,S,Marshall,10/9/16,10.7,3187,4,2,2,597,,,Bayside,-37.9085,145.0201,Southern Metropolitan,6938
241,Brighton East,48 Thomas St,2,h,1000000,PI,Biggin,10/9/16,10.7,3187,2,1,2,564,131,1948,Glen Eira,-37.9143,145.0238,Southern Metropolitan,6938
242,Brighton East,1 Arnot St,5,h,2500000,VB,Hodges,10/12/16,10.7,3187,5,3,2,634,,2005,Bayside,-37.9126,145.013,Southern Metropolitan,6938
243,Brighton East,355 Nepean Hwy,3,h,1290000,S,Greg,10/12/16,10.7,3187,3,1,2,661,,1920,Bayside,-37.9045,145.0082,Southern Metropolitan,6938
244,Brighton East,92 Thomas St,5,h,3207000,S,hockingstuart,10/12/16,10.7,3187,5,5,3,1561,272,1969,Bayside,-37.9102,145.0245,Southern Metropolitan,6938
245,Brighton East,1 Alexander St,3,h,1301000,SP,Buxton,12/11/16,10.7,3187,3,2,2,401,121,1926,Bayside,-37.9062,145.0173,Southern Metropolitan,6938
246,Brighton East,4a Marriage Rd,4,h,1530000,S,RT,14/5/16,10.7,3187,2,2,1,603,177,1920,Bayside,-37.9187,145.0071,Southern Metropolitan,6938
247,Brighton East,9a Elizabeth St,3,h,1355000,S,C21,15/10/16,10.7,3187,3,1,2,759,151,1930,Bayside,-37.9057,145.0166,Southern Metropolitan,6938
248,Brighton East,38 Agnew St,3,h,1710000,S,hockingstuart,17/9/16,10.7,3187,4,3,2,435,228,1915,Bayside,-37.91,145.0113,Southern Metropolitan,6938
249,Brighton East,29 Cluden St,4,h,1706000,S,Buxton,17/9/16,10.7,3187,3,3,2,538,,,Bayside,-37.9126,145.011,Southern Metropolitan,6938
250,Brighton East,4 Hansen St,3,h,900000,S,Hodges,19/11/16,10.7,3187,3,2,2,236,,,Bayside,-37.9215,145.0227,Southern Metropolitan,6938
251,Brighton East,25 Robinson St,4,h,2150000,S,Buxton,19/11/16,10.7,3187,4,3,2,614,225,1970,Bayside,-37.9186,145.0175,Southern Metropolitan,6938
252,Brighton East,206 South Rd,4,h,1725000,SP,Hodges,19/11/16,10.7,3187,4,3,2,798,,,Bayside,-37.9311,145.0169,Southern Metropolitan,6938
253,Brighton East,1 Marriage Rd,4,h,1815000,S,hockingstuart,22/5/16,10.7,3187,4,2,2,732,,,Bayside,-37.9184,145.007,Southern Metropolitan,6938
254,Brighton East,35 Elizabeth St,3,h,1537000,SP,Marshall,25/2/17,10.7,3187,3,2,2,324,,1999,Bayside,-37.9034,145.017,Southern Metropolitan,6938
255,Brighton East,9 Montgomery St,4,h,2820000,S,Buxton,27/11/16,10.7,3187,4,4,4,509,337,1960,Bayside,-37.9172,145.0214,Southern Metropolitan,6938
256,Brunswick,9 Blair St,4,h,1802500,S,Jellis,3/12/16,5.2,3056,4,3,1,238,93,1910,Moreland,-37.7713,144.9643,Northern Metropolitan,11918
257,Brunswick,29 Stewart St,4,h,2230000,S,Nelson,4/3/17,5.2,3056,4,2,3,851,287,1940,Moreland,-37.7637,144.9662,Northern Metropolitan,11918
258,Brunswick,9/33 Staley St,2,u,445000,S,Walshe,7/5/16,5.2,3056,2,1,1,0,61,1975,Moreland,-37.7643,144.9638,Northern Metropolitan,11918
259,Brunswick,6/153 Barkly St,2,u,600000,S,Nelson,7/11/16,5.2,3056,2,1,1,0,75,2011,Moreland,-37.777,144.9703,Northern Metropolitan,11918
260,Brunswick,39 Eveline St,3,h,1125000,S,Jellis,8/10/16,5.2,3056,3,1,1,278,91,1910,Moreland,-37.7701,144.9633,Northern Metropolitan,11918
261,Brunswick,28 Osborne St,3,h,855000,S,Nelson,8/10/16,5.2,3056,3,1,1,229,97,1930,Moreland,-37.7622,144.9586,Northern Metropolitan,11918
262,Brunswick,78 Stewart St,3,h,910000,S,Jellis,8/10/16,5.2,3056,2,1,1,215,,,Moreland,-37.7642,144.9688,Northern Metropolitan,11918
263,Brunswick,3/38 Charles St,2,t,750000,PI,Nelson,10/9/16,5.2,3056,2,2,1,118,88,2013,Moreland,-37.7723,144.9643,Northern Metropolitan,11918
264,Brunswick,73 Davies St,2,h,1056000,S,Nelson,10/9/16,5.2,3056,2,1,1,315,108,1910,Moreland,-37.757,144.9697,Northern Metropolitan,11918
265,Brunswick,7/117 Albion St,2,t,620000,S,Harrington,10/12/16,5.2,3056,2,2,1,72,2,,Moreland,-37.7609,144.969,Northern Metropolitan,11918
266,Brunswick,157 Albion St,2,h,770000,S,Nelson,15/10/16,5.2,3056,2,1,0,152,87,1910,Moreland,-37.7611,144.966,Northern Metropolitan,11918
267,Brunswick,175 Edward St,3,h,1261000,S,Nelson,16/4/16,5.2,3056,2,1,1,216,100,1910,Moreland,-37.7746,144.9697,Northern Metropolitan,11918
268,Brunswick,154 Brunswick Rd,3,h,1050000,SP,Nelson,17/9/16,5.2,3056,3,1,1,239,126,1910,Moreland,-37.7776,144.963,Northern Metropolitan,11918
269,Brunswick,52 Evans St,3,h,1650000,S,Nelson,18/3/17,5.2,3056,3,1,2,495,141,1920,Moreland,-37.7702,144.9672,Northern Metropolitan,11918
270,Brunswick,77 Brickworks Dr,3,t,815000,S,Nelson,18/6/16,5.2,3056,3,2,1,99,142,,Moreland,-37.769,144.953,Northern Metropolitan,11918
271,Brunswick,8/2 Pottery Ct,3,t,641000,SP,RW,22/5/16,5.2,3056,3,2,1,0,112,1900,Moreland,-37.7703,144.9533,Northern Metropolitan,11918
272,Brunswick,2/825 Park St,1,u,440000,S,Nelson,22/8/16,5.2,3056,1,1,1,0,,,Moreland,-37.7769,144.9523,Northern Metropolitan,11918
273,Brunswick,94 Wilson St,2,h,800000,S,Biggin,23/4/16,5.2,3056,2,1,0,137,,,Moreland,-37.7745,144.9558,Northern Metropolitan,11918
274,Brunswick,1 Davison St,3,h,1000000,S,Nelson,24/9/16,5.2,3056,3,1,1,370,,,Moreland,-37.7632,144.9572,Northern Metropolitan,11918
275,Brunswick,17 Goodman St,2,h,916000,S,Nelson,24/9/16,5.2,3056,2,1,0,1328,,1890,Moreland,-37.773,144.9568,Northern Metropolitan,11918
276,Brunswick,3/30 Heller St,2,t,801000,S,Jellis,25/2/17,5.2,3056,2,2,1,156,87,2007,Moreland,-37.7744,144.9498,Northern Metropolitan,11918
277,Brunswick,32 Lobb St,3,t,820000,SP,Jellis,25/2/17,5.2,3056,3,2,2,4668,126,2011,Moreland,-37.7687,144.9649,Northern Metropolitan,11918
278,Brunswick,4 Bryant St,4,h,820000,VB,Nelson,27/6/16,5.2,3056,3,1,0,416,,,Moreland,-37.763,144.9598,Northern Metropolitan,11918
279,Brunswick,38 Stewart St,3,h,1317000,S,Nelson,28/5/16,5.2,3056,3,1,1,480,,,Moreland,-37.7639,144.966,Northern Metropolitan,11918
280,Brunswick,11/6 Sydney Rd,1,u,370000,S,Nelson,28/5/16,5.2,3056,1,1,1,0,54,1965,Moreland,-37.7775,144.9607,Northern Metropolitan,11918
281,Brunswick,10 Cliff St,1,h,772000,SP,Collins,28/8/16,5.2,3056,1,1,1,147,82,1890,Moreland,-37.7643,144.9584,Northern Metropolitan,11918
282,Brunswick,69 Glenlyon Rd,3,h,1210000,S,Nelson,28/8/16,5.2,3056,3,2,1,280,130,1890,Moreland,-37.7719,144.9661,Northern Metropolitan,11918
283,Brunswick,109 Stewart St,3,h,1080000,S,Nelson,28/8/16,5.2,3056,3,2,1,316,,,Moreland,-37.7643,144.9713,Northern Metropolitan,11918
284,Brunswick,411 Barkly St,2,h,945000,S,Jellis,30/7/16,5.2,3056,2,1,2,246,103,1910,Moreland,-37.775,144.9536,Northern Metropolitan,11918
285,Brunswick West,4/1 Allard St,2,u,473000,S,Harrington,4/6/16,5.9,3055,2,1,2,568,,,Moreland,-37.7682,144.9422,Northern Metropolitan,7082
286,Brunswick West,5 Halpin St,3,h,1200000,S,Nelson,4/6/16,5.9,3055,3,1,1,600,,,Moreland,-37.769,144.9478,Northern Metropolitan,7082
287,Brunswick West,12/881 Park St,1,u,300000,SP,Grantham,7/11/16,5.9,3055,1,1,0,0,37,1960,Moreland,-37.7763,144.947,Northern Metropolitan,7082
288,Brunswick West,10 Yarrabin St,3,h,810000,S,Brad,7/11/16,5.9,3055,3,1,2,349,95,1950,Moreland,-37.7589,144.9368,Northern Metropolitan,7082
289,Brunswick West,6/524 Moreland Rd,2,u,400000,SP,Nelson,10/12/16,5.9,3055,2,1,1,73,64,1960,Moreland,-37.7528,144.9368,Northern Metropolitan,7082
290,Brunswick West,1/572 Moreland Rd,3,t,797500,S,Nelson,11/2/17,5.9,3055,3,2,2,262,155,2010,Moreland,-37.7519,144.9324,Northern Metropolitan,7082
291,Brunswick West,81 Whitby St,3,h,1330000,S,Nelson,12/11/16,5.9,3055,3,1,2,353,101,1930,Moreland,-37.764,144.9428,Northern Metropolitan,7082
292,Brunswick West,4/42 Passfield St,2,u,380000,PI,Jellis,15/10/16,5.9,3055,2,1,1,0,62,1970,Moreland,-37.7676,144.9394,Northern Metropolitan,7082
293,Brunswick West,201 Hope St,2,h,711000,S,Nelson,16/4/16,5.9,3055,2,1,1,177,87,1910,Moreland,-37.7619,144.9412,Northern Metropolitan,7082
294,Brunswick West,542 Albion St,5,h,1200000,PI,Jellis,22/8/16,5.9,3055,5,2,3,553,193,1920,Moreland,-37.7576,144.9348,Northern Metropolitan,7082
295,Brunswick West,12 Hamilton St,2,h,820000,S,Jellis,26/7/16,5.9,3055,3,1,1,206,98,1900,Moreland,-37.7604,144.9488,Northern Metropolitan,7082
296,Brunswick West,1/312 Hope St,1,u,351000,PI,Nelson,27/11/16,5.9,3055,1,1,1,0,,,Moreland,-37.7614,144.9393,Northern Metropolitan,7082
297,Brunswick West,4/38 Melville Rd,2,t,598000,S,Nelson,28/5/16,5.9,3055,2,1,1,69,,2009,Moreland,-37.766,144.9439,Northern Metropolitan,7082
298,Bulleen,19a Elizabeth St,3,u,851000,S,Jellis,3/9/16,11.8,3105,3,1,2,385,140,2000,Manningham,-37.7599,145.0849,Eastern Metropolitan,4480
299,Bulleen,25 William St,4,h,1235000,S,Jellis,3/9/16,11.8,3105,4,2,2,556,214,1957,Manningham,-37.7657,145.0957,Eastern Metropolitan,4480
300,Bulleen,49 Furneaux Gr,4,h,1002000,S,Jellis,8/10/16,11.8,3105,4,1,2,650,323,,Manningham,-37.778,145.0913,Eastern Metropolitan,4480
301,Bulleen,11 Carrathool St,3,h,1400000,S,Barry,10/12/16,11.8,3105,3,1,3,770,,,Manningham,-37.7644,145.0886,Eastern Metropolitan,4480
302,Bulleen,24 Robert St,4,h,1300000,SP,Jellis,10/12/16,11.8,3105,4,3,1,604,,,Manningham,-37.7621,145.086,Eastern Metropolitan,4480
303,Bulleen,1/15 Estelle St,3,u,787000,S,Barry,11/2/17,11.8,3105,3,1,2,306,100,1985,Manningham,-37.7792,145.0903,Eastern Metropolitan,4480
304,Bulleen,14 Kandanga Gr,3,h,1075000,S,Jellis,12/11/16,11.8,3105,3,1,1,604,96,1960,Manningham,-37.7711,145.0928,Eastern Metropolitan,4480
305,Bulleen,7 Kampman St,4,h,1300000,S,McGrath,18/3/17,11.8,3105,4,2,2,744,300,1985,Manningham,-37.7791,145.086,Eastern Metropolitan,4480
306,Bulleen,1/7 Westwood Dr,3,u,812500,S,Barry,19/11/16,11.8,3105,3,1,1,421,,,Manningham,-37.7798,145.1023,Eastern Metropolitan,4480
307,Bulleen,43 Helene St,2,h,833000,S,Philip,25/2/17,11.8,3105,2,1,0,359,,,Manningham,-37.7609,145.0869,Eastern Metropolitan,4480
308,Burwood,2/32 McIntyre St,3,u,1022500,S,Ray,3/12/16,11.7,3125,3,2,2,265,130,2000,Whitehorse,-37.8516,145.1056,Southern Metropolitan,5678
309,Burwood,30 Station St,3,h,1755000,S,Buxton,4/2/16,11.7,3125,3,1,1,931,145,1970,Whitehorse,-37.854,145.1195,Southern Metropolitan,5678
310,Burwood,2/22 Scott Gr,3,t,780000,VB,Jellis,10/9/16,11.7,3125,3,2,2,160,,,Whitehorse,-37.8525,145.0973,Southern Metropolitan,5678
311,Burwood,1/34 Cumming St,5,h,1060000,S,Ray,12/6/16,11.7,3125,4,3,2,326,210,2013,Whitehorse,-37.8528,145.1129,Southern Metropolitan,5678
312,Burwood,1/392 Burwood Hwy,3,t,752000,S,Allens,17/9/16,11.7,3125,4,2,2,217,,1993,Whitehorse,-37.8522,145.1312,Southern Metropolitan,5678
313,Burwood,19 Puerta St,3,h,1540000,S,Jellis,17/9/16,11.7,3125,3,2,2,653,120,1950,Whitehorse,-37.8445,145.1011,Southern Metropolitan,5678
314,Burwood,1/24 Edwards St,3,t,1145000,S,Jellis,18/3/17,11.7,3125,3,2,2,329,,,Whitehorse,-37.8484,145.1013,Southern Metropolitan,5678
315,Burwood,18 Murray Dr,4,h,1800000,PI,Jellis,18/6/16,11.7,3125,4,2,2,1393,,1963,Whitehorse,-37.8463,145.102,Southern Metropolitan,5678
316,Burwood,8 Pescott Cl,4,t,1270000,S,Jellis,18/6/16,11.7,3125,4,2,2,399,212,2005,Monash,-37.8597,145.1084,Southern Metropolitan,5678
317,Burwood,18 Brockhoff Dr,4,h,1250000,SA,Barry,24/9/16,11.7,3125,4,2,2,499,220,2005,Monash,-37.8593,145.1101,Southern Metropolitan,5678
318,Camberwell,28 Brinsley Rd,4,h,2650000,S,Jellis,3/9/16,7.8,3124,4,2,1,652,189,1890,Boroondara,-37.8286,145.0686,Southern Metropolitan,8920
